,Shark_sp,Deadly_act,Genre
4294,tiger shark,undef. act,M
4295,white shark,fishing,M
4296,undef. shark,undef. act,M
4297,undef. shark,undef. act,M
4298,undef. shark,undef. act,M
4299,undef. shark,fishing,M
4300,undef. shark,swimming,M
4301,undef. shark,swimming,M
4302,tiger shark,swimming,M
4303,undef. shark,sailing,M
4304,undef. shark,undef. act,M
4305,undef. shark,surfing,M
4306,undef. shark,fishing,M
4307,undef. shark,undef. act,M
4308,undef. shark,diving,M
4309,undef. shark,swimming,M
4310,undef. shark,swimming,M
4311,undef. shark,fishing,M
4312,undef. shark,swimming,M
4313,undef. shark,undef. act,M
4314,undef. shark,swimming,F
4315,undef. shark,undef. act,M
4316,undef. shark,swimming,M
4317,undef. shark,undef. act,M
4318,undef. shark,swimming,M
4319,undef. shark,swimming,M
4320,undef. shark,fishing,M
4321,undef. shark,undef. act,M
4322,undef. shark,undef. act,M
4323,tiger shark,undef. act,M
4324,undef. shark,fishing,M
4325,undef. shark,undef. act,M
4326,undef. shark,swimming,M
4327,undef. shark,surfing,M
4329,undef. shark,fishing,M
4330,undef. shark,fishing,M
4331,undef. shark,fishing,M
4333,tiger shark,undef. act,M
4334,tiger shark,fishing,M
4335,undef. shark,fishing,M
4336,undef. shark,fishing,M
4337,undef. shark,fishing,M
4338,undef. shark,swimming,M
4339,undef. shark,swimming,M
4340,undef. shark,undef. act,M
4341,undef. shark,fishing,M
4342,undef. shark,swimming,M
4343,undef. shark,swimming,M
4344,undef. shark,fishing,M
4345,undef. shark,diving,M
4346,undef. shark,swimming,M
4347,undef. shark,undef. act,M
4348,undef. shark,fishing,M
4349,tiger shark,fishing,M
4350,undef. shark,swimming,M
4351,undef. shark,sailing,M
4352,undef. shark,surfing,M
4353,undef. shark,surfing,M
4354,undef. shark,undef. act,M
4355,undef. shark,swimming,M
4357,undef. shark,fishing,M
4358,undef. shark,swimming,M
4359,undef. shark,swimming,M
4360,undef. shark,surfing,M
4361,undef. shark,sailing,M
4362,undef. shark,swimming,M
4363,undef. shark,undef. act,F
4364,undef. shark,diving,M
4365,undef. shark,fishing,M
4366,undef. shark,swimming,M
4367,undef. shark,fishing,M
4368,undef. shark,swimming,M
4369,undef. shark,fishing,M
4370,undef. shark,swimming,M
4371,undef. shark,swimming,M
4372,undef. shark,swimming,M
4373,undef. shark,swimming,M
4374,undef. shark,fishing,M
4375,undef. shark,fishing,M
4376,undef. shark,sailing,M
4377,white shark,sailing,M
4378,undef. shark,swimming,M
4379,undef. shark,sailing,M
4380,undef. shark,swimming,M
4381,undef. shark,undef. act,M
4382,undef. shark,undef. act,M
4383,undef. shark,swimming,F
4384,undef. shark,surfing,M
4385,undef. shark,undef. act,M
4386,undef. shark,undef. act,F
4387,undef. shark,undef. act,F
4388,undef. shark,swimming,M
4389,undef. shark,swimming,M
4390,undef. shark,swimming,M
4391,undef. shark,swimming,M
4392,undef. shark,undef. act,M
4393,undef. shark,undef. act,M
4394,undef. shark,undef. act,M
4395,undef. shark,undef. act,M
4396,undef. shark,swimming,M
4397,undef. shark,swimming,M
4398,bull shark,sailing,M
4399,undef. shark,swimming,M
4400,undef. shark,diving,M
4401,undef. shark,surfing,M
4402,undef. shark,swimming,F
4403,bull shark,swimming,M
4404,undef. shark,swimming,M
4405,tiger shark,fishing,M
4406,undef. shark,undef. act,M
4407,undef. shark,swimming,M
4408,undef. shark,undef. act,M
4409,undef. shark,undef. act,M
4410,undef. shark,swimming,M
4411,undef. shark,undef. act,M
4412,undef. shark,undef. act,M
4413,undef. shark,fishing,F
4414,undef. shark,swimming,M
4415,undef. shark,undef. act,M
4416,undef. shark,swimming,M
4417,white shark,swimming,M
4418,undef. shark,undef. act,M
4420,undef. shark,undef. act,M
4421,white shark,undef. act,M
4422,bull shark,undef. act,M
4423,undef. shark,sailing,M
4424,undef. shark,sailing,M
4425,undef. shark,sailing,M
4426,undef. shark,sailing,M
4427,undef. shark,swimming,M
4428,undef. shark,surfing,M
4429,undef. shark,fishing,M
4430,undef. shark,surfing,M
4431,undef. shark,swimming,M
4432,undef. shark,undef. act,M
4433,undef. shark,undef. act,M
4434,undef. shark,undef. act,M
4435,undef. shark,sailing,M
4436,undef. shark,undef. act,M
4437,undef. shark,swimming,M
4438,undef. shark,undef. act,M
4439,undef. shark,undef. act,M
4440,white shark,undef. act,M
4441,undef. shark,undef. act,M
4442,undef. shark,sailing,M
4443,undef. shark,fishing,M
4444,undef. shark,swimming,M
4445,white shark,fishing,M
4446,undef. shark,undef. act,M
4447,undef. shark,undef. act,M
4448,undef. shark,undef. act,M
4449,undef. shark,undef. act,M
4450,undef. shark,undef. act,M
4451,undef. shark,swimming,M
4452,undef. shark,swimming,M
4453,undef. shark,undef. act,M
4454,undef. shark,undef. act,M
4455,undef. shark,undef. act,M
4456,undef. shark,undef. act,M
4457,undef. shark,swimming,M
4458,undef. shark,swimming,M
4459,undef. shark,swimming,M
4460,undef. shark,fishing,M
4461,undef. shark,fishing,M
4462,undef. shark,undef. act,M
4463,bull shark,surfing,F
4464,undef. shark,undef. act,M
4465,undef. shark,swimming,M
4466,undef. shark,undef. act,M
4467,undef. shark,undef. act,M
4468,undef. shark,undef. act,M
4469,undef. shark,sailing,M
4470,undef. shark,undef. act,M
4471,white shark,swimming,M
4472,undef. shark,undef. act,M
4473,undef. shark,undef. act,M
4474,undef. shark,undef. act,M
4475,undef. shark,undef. act,M
4476,undef. shark,swimming,M
4477,tiger shark,sailing,M
4478,tiger shark,undef. act,M
4479,undef. shark,undef. act,M
4480,undef. shark,undef. act,M
4481,undef. shark,undef. act,M
4482,undef. shark,undef. act,M
4483,undef. shark,undef. act,M
4484,undef. shark,undef. act,M
4485,undef. shark,undef. act,M
4486,undef. shark,diving,M
4487,undef. shark,undef. act,M
4488,undef. shark,undef. act,M
4489,undef. shark,undef. act,M
4490,undef. shark,undef. act,M
4491,bull shark,swimming,F
4492,undef. shark,surfing,M
4493,undef. shark,undef. act,M
4494,undef. shark,fishing,M
4495,undef. shark,sailing,M
4496,undef. shark,undef. act,M
4497,undef. shark,undef. act,M
4498,undef. shark,swimming,M
4499,undef. shark,undef. act,M
4500,undef. shark,undef. act,M
4501,undef. shark,undef. act,M
4502,undef. shark,undef. act,M
4503,undef. shark,swimming,M
4505,undef. shark,swimming,M
4506,tiger shark,undef. act,M
4507,tiger shark,undef. act,M
4508,undef. shark,undef. act,M
4509,undef. shark,undef. act,M
4510,undef. shark,undef. act,M
4511,undef. shark,fishing,M
4512,undef. shark,swimming,M
4513,undef. shark,swimming,M
4515,undef. shark,fishing,M
4516,undef. shark,fishing,M
4517,undef. shark,undef. act,M
4518,undef. shark,undef. act,M
4520,undef. shark,fishing,M
4521,undef. shark,fishing,M
4522,undef. shark,undef. act,M
4523,undef. shark,undef. act,M
4524,undef. shark,sailing,M
4525,undef. shark,sailing,M
4526,undef. shark,undef. act,M
4527,undef. shark,undef. act,M
4528,undef. shark,undef. act,M
4529,undef. shark,sailing,M
4530,undef. shark,undef. act,M
4531,undef. shark,sailing,M
4532,undef. shark,swimming,M
4533,undef. shark,fishing,M
4534,undef. shark,fishing,M
4535,undef. shark,swimming,M
4536,undef. shark,sailing,M
4537,undef. shark,sailing,M
4538,undef. shark,fishing,M
4539,white shark,sailing,M
4540,undef. shark,diving,M
4541,white shark,swimming,M
4542,undef. shark,surfing,M
4543,undef. shark,swimming,M
4544,undef. shark,undef. act,M
4545,undef. shark,swimming,M
4546,undef. shark,swimming,M
4547,undef. shark,swimming,M
4548,undef. shark,diving,M
4549,white shark,sailing,M
4550,undef. shark,undef. act,F
4551,undef. shark,undef. act,M
4552,undef. shark,swimming,M
4553,undef. shark,undef. act,F
4554,undef. shark,sailing,F
4555,undef. shark,swimming,M
4556,undef. shark,swimming,M
4557,undef. shark,undef. act,M
4559,undef. shark,undef. act,M
4560,undef. shark,undef. act,M
4561,undef. shark,fishing,M
4562,tiger shark,diving,M
4563,undef. shark,fishing,M
4564,tiger shark,diving,M
4565,undef. shark,fishing,M
4566,undef. shark,undef. act,M
4568,undef. shark,fishing,M
4569,undef. shark,undef. act,M
4570,undef. shark,undef. act,M
4571,undef. shark,undef. act,M
4572,undef. shark,fishing,M
4573,undef. shark,undef. act,M
4574,undef. shark,undef. act,F
4575,tiger shark,fishing,M
4576,undef. shark,swimming,M
4577,tiger shark,diving,M
4578,undef. shark,swimming,M
4579,undef. shark,swimming,M
4580,tiger shark,fishing,M
4581,undef. shark,swimming,M
4582,undef. shark,fishing,M
4583,undef. shark,swimming,M
4584,undef. shark,fishing,M
4585,undef. shark,fishing,M
4586,undef. shark,diving,M
4587,bull shark,undef. act,M
4588,undef. shark,diving,M
4589,undef. shark,fishing,M
4590,bull shark,swimming,M
4591,undef. shark,swimming,M
4592,undef. shark,swimming,M
4593,undef. shark,undef. act,M
4594,tiger shark,fishing,M
4595,undef. shark,undef. act,M
4596,undef. shark,diving,M
4597,undef. shark,surfing,M
4598,undef. shark,diving,M
4599,undef. shark,surfing,M
4600,undef. shark,fishing,M
4601,undef. shark,diving,M
4602,undef. shark,swimming,M
4603,undef. shark,undef. act,M
4604,undef. shark,diving,M
4605,undef. shark,undef. act,M
4606,tiger shark,swimming,M
4607,tiger shark,swimming,M
4608,undef. shark,swimming,M
4609,undef. shark,surfing,M
4610,undef. shark,fishing,M
4611,undef. shark,sailing,M
4612,undef. shark,fishing,F
4613,undef. shark,surfing,M
4614,tiger shark,diving,M
4615,undef. shark,swimming,M
4616,undef. shark,swimming,M
4617,undef. shark,diving,M
4618,undef. shark,undef. act,M
4619,undef. shark,undef. act,F
4621,undef. shark,swimming,M
4622,undef. shark,fishing,M
4623,undef. shark,swimming,M
4624,undef. shark,swimming,M
4625,undef. shark,swimming,M
4626,white shark,swimming,M
4627,undef. shark,swimming,M
4628,undef. shark,fishing,M
4629,undef. shark,fishing,M
4630,undef. shark,undef. act,M
4632,undef. shark,undef. act,M
4633,undef. shark,diving,M
4634,undef. shark,undef. act,M
4635,undef. shark,fishing,M
4636,undef. shark,swimming,M
4637,white shark,fishing,M
4638,undef. shark,fishing,M
4639,undef. shark,swimming,M
4640,tiger shark,diving,M
4641,undef. shark,fishing,M
4642,undef. shark,diving,M
4643,undef. shark,fishing,M
4644,white shark,swimming,M
4645,undef. shark,fishing,M
4646,undef. shark,diving,M
4647,undef. shark,fishing,M
4648,tiger shark,diving,M
4649,undef. shark,swimming,M
4650,tiger shark,diving,M
4651,undef. shark,diving,M
4652,undef. shark,fishing,M
4653,undef. shark,surfing,M
4654,undef. shark,diving,M
4655,undef. shark,surfing,M
4656,undef. shark,undef. act,F
4657,undef. shark,undef. act,M
4658,white shark,swimming,M
4659,white shark,swimming,M
4660,undef. shark,surfing,M
4661,undef. shark,undef. act,M
4662,undef. shark,swimming,M
4663,undef. shark,undef. act,M
4664,undef. shark,diving,M
4665,undef. shark,swimming,M
4666,undef. shark,swimming,M
4667,undef. shark,undef. act,M
4668,undef. shark,fishing,M
4669,undef. shark,diving,M
4670,undef. shark,fishing,M
4671,undef. shark,fishing,M
4672,undef. shark,fishing,M
4673,undef. shark,swimming,F
4674,undef. shark,fishing,M
4675,undef. shark,fishing,M
4676,undef. shark,undef. act,M
4677,undef. shark,undef. act,M
4678,white shark,undef. act,M
4679,undef. shark,diving,M
4680,tiger shark,undef. act,M
4681,undef. shark,diving,F
4682,undef. shark,undef. act,M
4683,undef. shark,diving,M
4684,undef. shark,undef. act,M
4685,tiger shark,diving,M
4686,undef. shark,undef. act,M
4687,undef. shark,surfing,M
4688,white shark,swimming,M
4689,white shark,sailing,M
4690,undef. shark,surfing,M
4691,tiger shark,fishing,M
4692,undef. shark,fishing,F
4693,undef. shark,undef. act,M
4694,undef. shark,undef. act,M
4695,tiger shark,swimming,F
4696,undef. shark,swimming,M
4697,undef. shark,undef. act,M
4698,undef. shark,swimming,M
4699,undef. shark,swimming,F
4700,undef. shark,fishing,M
4701,undef. shark,diving,M
4702,undef. shark,fishing,M
4703,white shark,fishing,M
4704,white shark,swimming,F
4705,undef. shark,undef. act,M
4706,white shark,swimming,F
4707,undef. shark,swimming,M
4708,undef. shark,fishing,M
4709,undef. shark,fishing,M
4710,undef. shark,sailing,M
4711,undef. shark,surfing,M
4712,undef. shark,swimming,M
4713,undef. shark,swimming,M
4714,undef. shark,swimming,M
4715,undef. shark,swimming,M
4717,tiger shark,swimming,M
4718,undef. shark,undef. act,M
4719,undef. shark,fishing,M
4720,undef. shark,swimming,M
4721,undef. shark,swimming,M
4722,tiger shark,diving,M
4723,tiger shark,diving,M
4724,undef. shark,diving,M
4725,undef. shark,fishing,M
4726,undef. shark,fishing,M
4727,undef. shark,swimming,M
4728,undef. shark,swimming,F
4729,tiger shark,undef. act,M
4730,undef. shark,diving,M
4731,undef. shark,surfing,M
4732,undef. shark,sailing,F
4733,undef. shark,fishing,M
4734,undef. shark,undef. act,M
4735,undef. shark,fishing,M
4736,undef. shark,sailing,M
4737,undef. shark,swimming,M
4738,bull shark,swimming,M
4739,undef. shark,sailing,M
4740,undef. shark,diving,M
4741,undef. shark,undef. act,M
4742,undef. shark,fishing,M
4743,undef. shark,swimming,M
4744,undef. shark,undef. act,M
4745,undef. shark,fishing,M
4746,undef. shark,undef. act,M
4748,undef. shark,swimming,M
4749,undef. shark,undef. act,M
4750,undef. shark,undef. act,M
4751,undef. shark,undef. act,M
4752,undef. shark,fishing,M
4753,undef. shark,diving,M
4754,undef. shark,diving,M
4755,undef. shark,undef. act,M
4756,white shark,fishing,M
4757,undef. shark,fishing,M
4758,undef. shark,fishing,M
4759,undef. shark,diving,F
4760,undef. shark,diving,M
4761,undef. shark,diving,M
4762,undef. shark,sailing,M
4763,undef. shark,sailing,F
4764,undef. shark,swimming,M
4765,undef. shark,fishing,M
4766,undef. shark,undef. act,M
4767,undef. shark,swimming,M
4769,undef. shark,fishing,M
4771,undef. shark,diving,M
4772,undef. shark,diving,M
4773,undef. shark,swimming,M
4775,undef. shark,fishing,M
4776,undef. shark,swimming,M
4777,undef. shark,undef. act,M
4778,undef. shark,fishing,M
4779,undef. shark,swimming,M
4780,undef. shark,swimming,M
4781,undef. shark,swimming,M
4782,undef. shark,swimming,M
4783,undef. shark,undef. act,M
4784,undef. shark,swimming,M
4785,undef. shark,swimming,M
4786,undef. shark,fishing,M
4787,tiger shark,undef. act,M
4788,undef. shark,undef. act,M
4789,undef. shark,undef. act,M
4790,undef. shark,fishing,M
4791,undef. shark,fishing,M
4792,undef. shark,fishing,M
4793,undef. shark,fishing,M
4794,undef. shark,swimming,M
4795,undef. shark,undef. act,M
4796,undef. shark,diving,M
4797,undef. shark,swimming,M
4798,undef. shark,swimming,M
4799,undef. shark,undef. act,M
4800,undef. shark,swimming,M
4801,undef. shark,undef. act,M
4802,undef. shark,fishing,M
4803,undef. shark,undef. act,M
4804,undef. shark,fishing,M
4805,undef. shark,swimming,M
4806,undef. shark,undef. act,M
4807,undef. shark,fishing,M
4808,undef. shark,swimming,M
4809,undef. shark,swimming,M
4810,undef. shark,swimming,M
4811,tiger shark,swimming,M
4812,undef. shark,undef. act,M
4813,undef. shark,swimming,M
4814,undef. shark,fishing,M
4815,undef. shark,undef. act,M
4816,undef. shark,undef. act,M
4817,undef. shark,diving,M
4818,undef. shark,diving,M
4819,white shark,diving,M
4820,undef. shark,undef. act,M
4821,undef. shark,fishing,M
4822,white shark,swimming,M
4823,undef. shark,swimming,M
4824,undef. shark,undef. act,M
4825,undef. shark,swimming,M
4826,tiger shark,diving,M
4827,undef. shark,diving,M
4828,undef. shark,swimming,F
4829,undef. shark,diving,M
4830,undef. shark,undef. act,M
4831,undef. shark,undef. act,F
4832,undef. shark,fishing,M
4833,undef. shark,diving,M
4834,undef. shark,fishing,M
4835,undef. shark,undef. act,M
4836,undef. shark,swimming,M
4837,undef. shark,swimming,M
4838,undef. shark,undef. act,F
4839,undef. shark,fishing,M
4840,undef. shark,diving,M
4841,undef. shark,diving,M
4842,undef. shark,diving,M
4844,undef. shark,undef. act,M
4845,undef. shark,swimming,M
4846,undef. shark,swimming,M
4847,undef. shark,swimming,M
4848,undef. shark,undef. act,M
4849,undef. shark,undef. act,M
4850,undef. shark,surfing,M
4851,undef. shark,surfing,M
4852,undef. shark,swimming,M
4853,undef. shark,swimming,M
4854,undef. shark,swimming,F
4855,undef. shark,surfing,M
4856,undef. shark,fishing,M
4857,undef. shark,diving,M
4858,undef. shark,swimming,M
4859,undef. shark,swimming,M
4860,undef. shark,fishing,M
4861,undef. shark,undef. act,M
4862,undef. shark,diving,M
4863,undef. shark,diving,M
4864,undef. shark,fishing,M
4865,undef. shark,undef. act,M
4866,undef. shark,sailing,M
4867,undef. shark,swimming,M
4868,undef. shark,fishing,M
4869,undef. shark,undef. act,M
4870,undef. shark,diving,M
4871,white shark,sailing,M
4872,undef. shark,swimming,M
4873,undef. shark,undef. act,M
4874,tiger shark,fishing,M
4875,undef. shark,sailing,M
4876,undef. shark,diving,M
4877,undef. shark,swimming,M
4878,undef. shark,sailing,M
4879,undef. shark,undef. act,M
4880,undef. shark,diving,M
4881,undef. shark,swimming,F
4882,undef. shark,swimming,M
4883,undef. shark,undef. act,M
4884,undef. shark,swimming,M
4885,undef. shark,swimming,M
4886,undef. shark,undef. act,F
4887,undef. shark,surfing,M
4888,undef. shark,sailing,M
4889,white shark,swimming,M
4890,undef. shark,undef. act,M
4891,undef. shark,undef. act,M
4892,undef. shark,undef. act,M
4893,undef. shark,sailing,M
4894,undef. shark,undef. act,M
4895,undef. shark,undef. act,M
4896,undef. shark,sailing,M
4897,undef. shark,diving,M
4898,undef. shark,diving,M
4900,undef. shark,undef. act,M
4901,undef. shark,swimming,M
4904,undef. shark,swimming,M
4905,undef. shark,swimming,M
4906,undef. shark,swimming,M
4907,undef. shark,diving,M
4908,undef. shark,diving,M
4909,undef. shark,diving,M
4910,undef. shark,undef. act,M
4912,undef. shark,undef. act,M
4913,undef. shark,undef. act,M
4914,undef. shark,swimming,M
4915,white shark,swimming,M
4916,undef. shark,fishing,M
4917,white shark,swimming,M
4918,undef. shark,swimming,M
4919,white shark,swimming,M
4920,undef. shark,undef. act,M
4921,undef. shark,swimming,F
4922,white shark,swimming,F
4923,undef. shark,swimming,M
4924,undef. shark,undef. act,M
4925,undef. shark,undef. act,M
4926,undef. shark,undef. act,M
4927,undef. shark,sailing,F
4928,undef. shark,swimming,M
4929,tiger shark,sailing,M
4930,undef. shark,undef. act,F
4931,undef. shark,undef. act,M
4932,undef. shark,fishing,M
4933,undef. shark,fishing,M
4934,undef. shark,swimming,F
4935,undef. shark,undef. act,M
4936,undef. shark,undef. act,M
4937,undef. shark,swimming,M
4938,undef. shark,swimming,M
4939,undef. shark,swimming,M
4940,undef. shark,swimming,M
4941,undef. shark,diving,M
4942,undef. shark,diving,M
4943,undef. shark,undef. act,F
4944,undef. shark,undef. act,M
4945,undef. shark,swimming,M
4946,undef. shark,diving,M
4947,undef. shark,swimming,M
4949,undef. shark,fishing,M
4950,undef. shark,fishing,M
4951,undef. shark,undef. act,M
4952,undef. shark,fishing,M
4953,undef. shark,sailing,M
4954,undef. shark,swimming,M
4955,undef. shark,swimming,M
4956,undef. shark,fishing,M
4957,undef. shark,swimming,F
4958,undef. shark,swimming,M
4959,undef. shark,swimming,M
4960,undef. shark,swimming,M
4961,undef. shark,swimming,M
4962,undef. shark,swimming,M
4963,undef. shark,fishing,M
4964,undef. shark,undef. act,M
4965,undef. shark,fishing,M
4966,undef. shark,sailing,M
4967,undef. shark,fishing,M
4968,undef. shark,diving,M
4969,undef. shark,fishing,M
4970,undef. shark,diving,M
4971,undef. shark,surfing,M
4972,undef. shark,undef. act,M
4973,undef. shark,swimming,M
4974,undef. shark,diving,M
4975,undef. shark,diving,M
4976,undef. shark,swimming,M
4977,undef. shark,undef. act,M
4978,undef. shark,swimming,M
4979,undef. shark,undef. act,M
4980,undef. shark,fishing,M
4981,undef. shark,undef. act,M
4982,undef. shark,undef. act,M
4983,undef. shark,undef. act,M
4984,undef. shark,swimming,F
4985,undef. shark,swimming,M
4986,undef. shark,fishing,M
4987,undef. shark,sailing,M
4988,undef. shark,diving,M
4989,undef. shark,swimming,M
4990,undef. shark,fishing,M
4991,undef. shark,undef. act,M
4992,undef. shark,sailing,F
4993,undef. shark,swimming,M
4994,white shark,swimming,M
4995,undef. shark,swimming,M
4996,undef. shark,fishing,M
4997,undef. shark,sailing,F
4998,white shark,swimming,M
4999,undef. shark,swimming,M
5000,white shark,swimming,M
5001,undef. shark,swimming,M
5002,undef. shark,swimming,M
5004,undef. shark,surfing,M
5005,undef. shark,swimming,M
5006,undef. shark,undef. act,M
5007,undef. shark,swimming,M
5008,undef. shark,swimming,M
5009,undef. shark,diving,M
5010,undef. shark,diving,M
5011,undef. shark,fishing,M
5012,undef. shark,undef. act,M
5013,undef. shark,swimming,M
5014,undef. shark,undef. act,M
5015,undef. shark,swimming,M
5016,undef. shark,undef. act,M
5017,undef. shark,sailing,M
5018,undef. shark,undef. act,M
5019,undef. shark,swimming,M
5020,undef. shark,diving,M
5021,undef. shark,swimming,M
5022,undef. shark,undef. act,M
5023,undef. shark,swimming,M
5024,undef. shark,diving,M
5025,undef. shark,sailing,F
5026,undef. shark,diving,M
5027,undef. shark,swimming,M
5028,undef. shark,undef. act,M
5029,undef. shark,undef. act,F
5030,undef. shark,swimming,M
5031,undef. shark,swimming,M
5032,undef. shark,swimming,M
5033,undef. shark,surfing,M
5034,undef. shark,undef. act,M
5035,undef. shark,swimming,M
5036,undef. shark,swimming,M
5037,undef. shark,undef. act,M
5038,undef. shark,undef. act,M
5039,undef. shark,swimming,M
5040,undef. shark,swimming,F
5041,undef. shark,swimming,M
5042,undef. shark,swimming,M
5043,undef. shark,fishing,M
5044,undef. shark,swimming,F
5045,undef. shark,fishing,M
5046,tiger shark,undef. act,M
5047,undef. shark,swimming,M
5048,undef. shark,surfing,M
5049,undef. shark,diving,M
5050,undef. shark,swimming,M
5051,undef. shark,undef. act,M
5052,undef. shark,swimming,M
5053,undef. shark,undef. act,M
5054,undef. shark,swimming,M
5055,undef. shark,diving,M
5056,undef. shark,undef. act,M
5057,undef. shark,swimming,M
5058,undef. shark,swimming,M
5059,undef. shark,diving,M
5060,undef. shark,diving,M
5061,undef. shark,swimming,M
5062,undef. shark,undef. act,M
5063,undef. shark,swimming,F
5064,undef. shark,undef. act,M
5065,undef. shark,swimming,M
5066,undef. shark,swimming,M
5067,undef. shark,fishing,M
5068,undef. shark,fishing,M
5069,undef. shark,fishing,M
5070,undef. shark,swimming,F
5071,undef. shark,swimming,M
5072,undef. shark,swimming,M
5073,undef. shark,swimming,M
5074,undef. shark,swimming,M
5075,undef. shark,undef. act,M
5076,undef. shark,diving,M
5077,undef. shark,swimming,M
5078,white shark,swimming,M
5079,white shark,swimming,M
5080,undef. shark,swimming,M
5081,undef. shark,undef. act,M
5082,undef. shark,undef. act,M
5083,undef. shark,swimming,M
5084,undef. shark,undef. act,M
5085,undef. shark,swimming,M
5086,undef. shark,diving,M
5087,undef. shark,swimming,M
5088,undef. shark,swimming,M
5089,undef. shark,undef. act,M
5090,undef. shark,fishing,M
5091,undef. shark,swimming,M
5092,undef. shark,undef. act,M
5093,undef. shark,diving,M
5094,undef. shark,swimming,M
5095,undef. shark,fishing,M
5096,undef. shark,swimming,M
5097,undef. shark,undef. act,M
5098,undef. shark,swimming,M
5099,undef. shark,undef. act,F
5100,undef. shark,undef. act,M
5101,undef. shark,swimming,M
5102,undef. shark,undef. act,F
5103,undef. shark,fishing,M
5104,undef. shark,undef. act,M
5105,undef. shark,fishing,M
5106,undef. shark,swimming,M
5107,undef. shark,swimming,M
5108,undef. shark,fishing,F
5109,undef. shark,swimming,M
5110,undef. shark,undef. act,M
5111,tiger shark,swimming,M
5112,undef. shark,surfing,M
5113,undef. shark,swimming,F
5114,undef. shark,undef. act,F
5115,undef. shark,fishing,M
5116,undef. shark,undef. act,M
5117,undef. shark,swimming,M
5119,undef. shark,undef. act,M
5120,undef. shark,undef. act,M
5121,undef. shark,undef. act,F
5122,undef. shark,undef. act,M
5123,undef. shark,undef. act,M
5124,undef. shark,fishing,M
5125,undef. shark,undef. act,M
5126,undef. shark,undef. act,M
5127,tiger shark,diving,M
5128,undef. shark,swimming,M
5129,undef. shark,swimming,M
5130,undef. shark,undef. act,M
5131,undef. shark,swimming,M
5132,undef. shark,swimming,M
5133,undef. shark,swimming,M
5134,undef. shark,undef. act,M
5135,undef. shark,swimming,M
5136,undef. shark,diving,M
5137,undef. shark,swimming,M
5138,undef. shark,swimming,M
5140,undef. shark,undef. act,M
5141,undef. shark,undef. act,M
5142,undef. shark,swimming,M
5143,white shark,undef. act,M
5144,undef. shark,undef. act,M
5145,undef. shark,undef. act,M
5146,undef. shark,diving,M
5147,undef. shark,undef. act,M
5148,undef. shark,swimming,M
5149,undef. shark,swimming,M
5150,undef. shark,swimming,M
5151,undef. shark,fishing,M
5152,undef. shark,swimming,M
5153,undef. shark,fishing,M
5154,undef. shark,swimming,M
5155,undef. shark,fishing,M
5156,undef. shark,swimming,M
5157,undef. shark,undef. act,M
5158,undef. shark,swimming,M
5159,undef. shark,fishing,M
5160,undef. shark,undef. act,M
5161,undef. shark,undef. act,M
5162,undef. shark,fishing,M
5163,undef. shark,swimming,M
5164,undef. shark,swimming,M
5165,undef. shark,undef. act,M
5166,undef. shark,undef. act,M
5167,undef. shark,undef. act,M
5168,undef. shark,swimming,M
5169,undef. shark,diving,M
5170,undef. shark,swimming,M
5171,undef. shark,undef. act,M
5172,undef. shark,fishing,M
5173,undef. shark,swimming,M
5174,undef. shark,undef. act,M
5175,undef. shark,undef. act,M
5176,undef. shark,fishing,M
5177,undef. shark,undef. act,M
5178,undef. shark,fishing,M
5179,undef. shark,fishing,M
5180,undef. shark,fishing,M
5181,undef. shark,swimming,M
5182,undef. shark,swimming,F
5183,undef. shark,undef. act,M
5184,undef. shark,undef. act,M
5185,undef. shark,fishing,M
5186,undef. shark,undef. act,F
5187,undef. shark,diving,M
5188,undef. shark,undef. act,F
5189,undef. shark,undef. act,M
5190,undef. shark,undef. act,M
5191,undef. shark,undef. act,M
5192,undef. shark,swimming,M
5193,undef. shark,swimming,M
5194,undef. shark,undef. act,M
5195,undef. shark,fishing,M
5196,undef. shark,undef. act,M
5197,undef. shark,undef. act,M
5198,white shark,sailing,F
5199,undef. shark,undef. act,M
5200,undef. shark,undef. act,M
5201,undef. shark,undef. act,M
5202,undef. shark,undef. act,M
5203,undef. shark,undef. act,M
5204,undef. shark,undef. act,M
5205,bull shark,swimming,M
5206,undef. shark,swimming,M
5207,undef. shark,fishing,M
5208,undef. shark,fishing,M
5209,undef. shark,swimming,M
5210,undef. shark,undef. act,M
5211,undef. shark,diving,M
5212,undef. shark,swimming,M
5213,undef. shark,swimming,F
5214,undef. shark,swimming,F
5215,undef. shark,swimming,M
5216,undef. shark,swimming,M
5217,undef. shark,swimming,F
5218,undef. shark,undef. act,M
5219,undef. shark,sailing,M
5220,undef. shark,swimming,M
5221,undef. shark,fishing,M
5222,white shark,fishing,M
5223,undef. shark,sailing,M
5224,undef. shark,sailing,M
5225,undef. shark,swimming,M
5226,undef. shark,fishing,M
5227,undef. shark,fishing,M
5228,undef. shark,fishing,M
5229,undef. shark,undef. act,M
5230,undef. shark,swimming,M
5231,undef. shark,diving,M
5232,undef. shark,swimming,M
5233,undef. shark,swimming,M
5234,undef. shark,swimming,M
5235,undef. shark,swimming,M
5237,undef. shark,diving,M
5238,undef. shark,undef. act,M
5239,undef. shark,swimming,M
5240,undef. shark,undef. act,M
5241,undef. shark,diving,M
5242,undef. shark,undef. act,M
5243,undef. shark,diving,M
5244,undef. shark,undef. act,M
